competitors_name,country,total,place,judging,finals,competition_type,competition,location,date,url,img_url
Tina Cross,United States,15,3,15,,Women's Figure - Masters 50+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp3-800x978.jpg
Tracy Barbadillo,United States,20,4,20,,Women's Figure - Masters 50+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp3-800x978.jpg
Mary Sandeman,United States,26,5,26,,Women's Figure - Masters 50+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp3-800x978.jpg
Cathy Vega,United States,29,6,29,,Women's Figure - Masters 50+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp3-800x978.jpg
Kim Clark,United States,5,1,5,,Women's Figure - Masters 55+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp3-800x978.jpg
Tina Cross,United States,10,2,10,,Women's Figure - Masters 55+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp3-800x978.jpg
Tracy Barbadillo,United States,15,3,15,,Women's Figure - Masters 55+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp3-800x978.jpg
Mary Sandeman,United States,21,4,21,,Women's Figure - Masters 55+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp3-800x978.jpg
Cathy Vega,United States,24,5,24,,Women's Figure - Masters 55+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp3-800x978.jpg
Mark Sindayen,United States,15,3,15,,MEN'S CLASSIC PHYSIQUE - MASTERS 40+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp2-800x1034.jpg
Phil Zuniga,United States,5,1,5,,MEN'S CLASSIC PHYSIQUE - MASTERS 40+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp2-800x1034.jpg
Robert Clendenen,United States,25,5,25,,MEN'S CLASSIC PHYSIQUE - MASTERS 40+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp2-800x1034.jpg
Jeffrey Robbins,United States,20,4,20,,MEN'S CLASSIC PHYSIQUE - MASTERS 40+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp2-800x1034.jpg
Jake Phippen,United States,10,2,10,,MEN'S CLASSIC PHYSIQUE - MASTERS 40+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp2-800x1034.jpg
Phil Zuniga,United States,5,1,5,,MEN'S CLASSIC PHYSIQUE - MASTERS 50+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp2-800x1034.jpg
Robert Clendenen,United States,25,5,25,,MEN'S CLASSIC PHYSIQUE - MASTERS 50+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp2-800x1034.jpg
Christopher Lovell,United States,11,2,11,,MEN'S CLASSIC PHYSIQUE - MASTERS 50+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp2-800x1034.jpg
Jeffrey Robbins,United States,20,4,20,,MEN'S CLASSIC PHYSIQUE - MASTERS 50+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp2-800x1034.jpg
David Merrill,United States,14,3,14,,MEN'S CLASSIC PHYSIQUE - MASTERS 50+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp2-800x1034.jpg
Frankie Arcega,United States,15,3,15,,MEN'S PHYSIQUE - MASTERS 40+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp2-800x1034.jpg
Sean Daniel,United States,30,6,30,,MEN'S PHYSIQUE - MASTERS 40+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp2-800x1034.jpg
Eric Neal,United States,5,1,5,,MEN'S PHYSIQUE - MASTERS 40+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp2-800x1034.jpg
David Odom,United States,20,4,20,,MEN'S PHYSIQUE - MASTERS 40+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp2-800x1034.jpg
Jabbaqr Tobios,United States,35,7,35,,MEN'S PHYSIQUE - MASTERS 40+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp2-800x1034.jpg
Damar Turner,United States,10,2,10,,MEN'S PHYSIQUE - MASTERS 40+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp2-800x1034.jpg
Brett Vickers,United States,25,5,25,,MEN'S PHYSIQUE - MASTERS 40+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp2-800x1034.jpg
David Merrill,United States,15,3,15,,MEN'S PHYSIQUE - MASTERS 50+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp2-800x1034.jpg
Sean Daniel,United States,26,5,26,,MEN'S PHYSIQUE - MASTERS 50+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp2-800x1034.jpg
Brett Vickers,United States,5,1,5,,MEN'S PHYSIQUE - MASTERS 50+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp2-800x1034.jpg
Antwan Adams,United States,10,2,10,,MEN'S PHYSIQUE - MASTERS 50+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp2-800x1034.jpg
Richard Gonzales,United States,29,6,29,,MEN'S PHYSIQUE - MASTERS 50+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp2-800x1034.jpg
Sedric Harding,United States,20,4,20,,MEN'S PHYSIQUE - MASTERS 50+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp2-800x1034.jpg
Jeffrey Murray,United States,35,7,35,,MEN'S PHYSIQUE - MASTERS 50+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp2-800x1034.jpg
Ricardo Bertoloto,Brazil,20,4,20,,MEN'S BODYBUILDING - MASTERS 40+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp1-800x945.jpg
Jim Machak,United States,25,5,25,,MEN'S BODYBUILDING - MASTERS 40+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp1-800x945.jpg
Aldo Masolo,Italy,30,6,30,,MEN'S BODYBUILDING - MASTERS 40+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp1-800x945.jpg
Mark Sindayen,United States,35,7,35,,MEN'S BODYBUILDING - MASTERS 40+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp1-800x945.jpg
Christopher Sullivan,United States,5,1,5,,MEN'S BODYBUILDING - MASTERS 40+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp1-800x945.jpg
Steve Thayer,United States,15,3,15,,MEN'S BODYBUILDING - MASTERS 40+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp1-800x945.jpg
Phil Zuniga,United States,10,2,10,,MEN'S BODYBUILDING - MASTERS 40+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp1-800x945.jpg
Steve Thayer,United States,10,2,10,,MEN'S BODYBUILDING - MASTERS 50+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp1-800x945.jpg
Phil Zuniga,United States,5,1,5,,MEN'S BODYBUILDING - MASTERS 50+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp1-800x945.jpg
Robert Clendenen,United States,20,4,20,,MEN'S BODYBUILDING - MASTERS 50+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp1-800x945.jpg
Christopher Lovell,United States,15,3,15,,MEN'S BODYBUILDING - MASTERS 50+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp1-800x945.jpg
Corky Thoreson,United States,10,2,10,,MEN'S BODYBUILDING - MASTERS 60+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp1-800x945.jpg
Donnie Whetstone,United States,5,1,5,,MEN'S BODYBUILDING - MASTERS 60+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp1-800x945.jpg
Corky Thoreson,United States,5,1,5,,MEN'S BODYBUILDING - MASTERS 70+,2024-emerald-cup-masters-pro,"Bellevue,WAUnited States",2024-04-26,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024emeraldcupPRO_042624_resultsp1-800x945.jpg
Dustin Alvis,United States,6,2,6,,Men's Physique - Open,2024-st-louis-pro,"St. Louis,MOUnited States",2024-04-27,https://www.ifbbpro.com/competition/2024-st-louis-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024stlouis_results-800x1038.jpg
George Brown,United States,3,1,3,,Men's Physique - Open,2024-st-louis-pro,"St. Louis,MOUnited States",2024-04-27,https://www.ifbbpro.com/competition/2024-st-louis-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024stlouis_results-800x1038.jpg
Jamal Everette,United States,27,9,27,,Men's Physique - Open,2024-st-louis-pro,"St. Louis,MOUnited States",2024-04-27,https://www.ifbbpro.com/competition/2024-st-louis-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024stlouis_results-800x1038.jpg
Hossein Karimi,Iran,9,3,9,,Men's Physique - Open,2024-st-louis-pro,"St. Louis,MOUnited States",2024-04-27,https://www.ifbbpro.com/competition/2024-st-louis-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024stlouis_results-800x1038.jpg
Michael Mayers,United States,24,8,24,,Men's Physique - Open,2024-st-louis-pro,"St. Louis,MOUnited States",2024-04-27,https://www.ifbbpro.com/competition/2024-st-louis-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024stlouis_results-800x1038.jpg
John Murphy,United States,36,12,36,,Men's Physique - Open,2024-st-louis-pro,"St. Louis,MOUnited States",2024-04-27,https://www.ifbbpro.com/competition/2024-st-louis-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024stlouis_results-800x1038.jpg
Dustin Nahale,United States,30,10,30,,Men's Physique - Open,2024-st-louis-pro,"St. Louis,MOUnited States",2024-04-27,https://www.ifbbpro.com/competition/2024-st-louis-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024stlouis_results-800x1038.jpg
Jonathan Owens,United States,12,4,12,,Men's Physique - Open,2024-st-louis-pro,"St. Louis,MOUnited States",2024-04-27,https://www.ifbbpro.com/competition/2024-st-louis-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024stlouis_results-800x1038.jpg
Steve Ralos,United States,45,15,45,,Men's Physique - Open,2024-st-louis-pro,"St. Louis,MOUnited States",2024-04-27,https://www.ifbbpro.com/competition/2024-st-louis-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024stlouis_results-800x1038.jpg
Gerardo Reyna,Mexico,39,13,39,,Men's Physique - Open,2024-st-louis-pro,"St. Louis,MOUnited States",2024-04-27,https://www.ifbbpro.com/competition/2024-st-louis-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024stlouis_results-800x1038.jpg
Tj Terry,United States,42,14,42,,Men's Physique - Open,2024-st-louis-pro,"St. Louis,MOUnited States",2024-04-27,https://www.ifbbpro.com/competition/2024-st-louis-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024stlouis_results-800x1038.jpg
Micah Thomas Jr.,United States,21,7,21,,Men's Physique - Open,2024-st-louis-pro,"St. Louis,MOUnited States",2024-04-27,https://www.ifbbpro.com/competition/2024-st-louis-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024stlouis_results-800x1038.jpg
Kimani Victor,Canada,15,5,15,,Men's Physique - Open,2024-st-louis-pro,"St. Louis,MOUnited States",2024-04-27,https://www.ifbbpro.com/competition/2024-st-louis-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024stlouis_results-800x1038.jpg
Roy Williams,United States,33,11,33,,Men's Physique - Open,2024-st-louis-pro,"St. Louis,MOUnited States",2024-04-27,https://www.ifbbpro.com/competition/2024-st-louis-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024stlouis_results-800x1038.jpg
Travis Yow,United States,18,6,18,,Men's Physique - Open,2024-st-louis-pro,"St. Louis,MOUnited States",2024-04-27,https://www.ifbbpro.com/competition/2024-st-louis-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024stlouis_results-800x1038.jpg
Marketa Hildreth,United States,12,4,12,,Women's Physique - Open,2024-st-louis-pro,"St. Louis,MOUnited States",2024-04-27,https://www.ifbbpro.com/competition/2024-st-louis-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024stlouis_results-800x1038.jpg
Marika Jones,United States,3,1,3,,Women's Physique - Open,2024-st-louis-pro,"St. Louis,MOUnited States",2024-04-27,https://www.ifbbpro.com/competition/2024-st-louis-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024stlouis_results-800x1038.jpg
Virginia Macon,United States,9,3,9,,Women's Physique - Open,2024-st-louis-pro,"St. Louis,MOUnited States",2024-04-27,https://www.ifbbpro.com/competition/2024-st-louis-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024stlouis_results-800x1038.jpg
Natalie Rae Wolfe,United States,6,2,6,,Women's Physique - Open,2024-st-louis-pro,"St. Louis,MOUnited States",2024-04-27,https://www.ifbbpro.com/competition/2024-st-louis-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024stlouis_results-800x1038.jpg
Brandi Jo Zirkelbach,United States,15,5,15,,Women's Physique - Open,2024-st-louis-pro,"St. Louis,MOUnited States",2024-04-27,https://www.ifbbpro.com/competition/2024-st-louis-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024stlouis_results-800x1038.jpg
Aundre Benson,United States,7,1,7,,Men's Classic Physique - Open,2024-los-angeles-grand-prix,"Anaheim,California",2024-04-27,https://www.ifbbpro.com/competition/2024-los-angeles-grand-prix/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024lagp_results-800x803.jpg
Tony Chinakwe,United States,63,13,63,,Men's Classic Physique - Open,2024-los-angeles-grand-prix,"Anaheim,California",2024-04-27,https://www.ifbbpro.com/competition/2024-los-angeles-grand-prix/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024lagp_results-800x803.jpg
Jeremy Coleman,United States,16,3,16,,Men's Classic Physique - Open,2024-los-angeles-grand-prix,"Anaheim,California",2024-04-27,https://www.ifbbpro.com/competition/2024-los-angeles-grand-prix/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024lagp_results-800x803.jpg
Philippe Degila,France,8,2,8,,Men's Classic Physique - Open,2024-los-angeles-grand-prix,"Anaheim,California",2024-04-27,https://www.ifbbpro.com/competition/2024-los-angeles-grand-prix/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024lagp_results-800x803.jpg
Juan Gomez,Colombia,56,11,56,,Men's Classic Physique - Open,2024-los-angeles-grand-prix,"Anaheim,California",2024-04-27,https://www.ifbbpro.com/competition/2024-los-angeles-grand-prix/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024lagp_results-800x803.jpg
Jorge Hernandez,United States,62,12,62,,Men's Classic Physique - Open,2024-los-angeles-grand-prix,"Anaheim,California",2024-04-27,https://www.ifbbpro.com/competition/2024-los-angeles-grand-prix/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024lagp_results-800x803.jpg
Miles Mann,United States,51,10,51,,Men's Classic Physique - Open,2024-los-angeles-grand-prix,"Anaheim,California",2024-04-27,https://www.ifbbpro.com/competition/2024-los-angeles-grand-prix/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024lagp_results-800x803.jpg
Matt Moore,United States,71,14,71,,Men's Classic Physique - Open,2024-los-angeles-grand-prix,"Anaheim,California",2024-04-27,https://www.ifbbpro.com/competition/2024-los-angeles-grand-prix/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024lagp_results-800x803.jpg
Maiki Ono,Brazil,27,5,27,,Men's Classic Physique - Open,2024-los-angeles-grand-prix,"Anaheim,California",2024-04-27,https://www.ifbbpro.com/competition/2024-los-angeles-grand-prix/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024lagp_results-800x803.jpg
Shayan Parvaz,United States,38,8,38,,Men's Classic Physique - Open,2024-los-angeles-grand-prix,"Anaheim,California",2024-04-27,https://www.ifbbpro.com/competition/2024-los-angeles-grand-prix/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024lagp_results-800x803.jpg
Ponpaisan Ruangsangpen,United States,35,7,35,,Men's Classic Physique - Open,2024-los-angeles-grand-prix,"Anaheim,California",2024-04-27,https://www.ifbbpro.com/competition/2024-los-angeles-grand-prix/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024lagp_results-800x803.jpg
Guilherme Santos,Brazil,73,15,73,,Men's Classic Physique - Open,2024-los-angeles-grand-prix,"Anaheim,California",2024-04-27,https://www.ifbbpro.com/competition/2024-los-angeles-grand-prix/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024lagp_results-800x803.jpg
Marc Shane,United States,30,6,30,,Men's Classic Physique - Open,2024-los-angeles-grand-prix,"Anaheim,California",2024-04-27,https://www.ifbbpro.com/competition/2024-los-angeles-grand-prix/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024lagp_results-800x803.jpg
Austin Witty,United States,19,4,19,,Men's Classic Physique - Open,2024-los-angeles-grand-prix,"Anaheim,California",2024-04-27,https://www.ifbbpro.com/competition/2024-los-angeles-grand-prix/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024lagp_results-800x803.jpg
Marquis Young,United States,45,9,45,,Men's Classic Physique - Open,2024-los-angeles-grand-prix,"Anaheim,California",2024-04-27,https://www.ifbbpro.com/competition/2024-los-angeles-grand-prix/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024lagp_results-800x803.jpg
Stephanie Fournier,United States,30,10,30,,Women's Bikini - Masters 40+,2024-klash-series-grl-pwr-championships,"Orlando,Florida",2024-04-27,https://www.ifbbpro.com/competition/2024-klash-series-grl-pwr-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024grlpwr_resultsp2-800x738.jpg
Dustee Gutierrez,United States,24,8,24,,Women's Bikini - Masters 40+,2024-klash-series-grl-pwr-championships,"Orlando,Florida",2024-04-27,https://www.ifbbpro.com/competition/2024-klash-series-grl-pwr-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024grlpwr_resultsp2-800x738.jpg
Tara Harlin,United States,18,6,18,,Women's Bikini - Masters 40+,2024-klash-series-grl-pwr-championships,"Orlando,Florida",2024-04-27,https://www.ifbbpro.com/competition/2024-klash-series-grl-pwr-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024grlpwr_resultsp2-800x738.jpg
Steffanie Mendel,United States,9,3,9,,Women's Bikini - Masters 40+,2024-klash-series-grl-pwr-championships,"Orlando,Florida",2024-04-27,https://www.ifbbpro.com/competition/2024-klash-series-grl-pwr-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024grlpwr_resultsp2-800x738.jpg
Belinda Rivera,United States,13,4,13,,Women's Bikini - Masters 40+,2024-klash-series-grl-pwr-championships,"Orlando,Florida",2024-04-27,https://www.ifbbpro.com/competition/2024-klash-series-grl-pwr-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024grlpwr_resultsp2-800x738.jpg
Kristy Robbins Rosoff,United States,14,5,14,,Women's Bikini - Masters 40+,2024-klash-series-grl-pwr-championships,"Orlando,Florida",2024-04-27,https://www.ifbbpro.com/competition/2024-klash-series-grl-pwr-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024grlpwr_resultsp2-800x738.jpg
Angela Ruscili,United States,21,7,21,,Women's Bikini - Masters 40+,2024-klash-series-grl-pwr-championships,"Orlando,Florida",2024-04-27,https://www.ifbbpro.com/competition/2024-klash-series-grl-pwr-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024grlpwr_resultsp2-800x738.jpg
Fallon Wainwright,United States,3,3,3,,Women's Bikini - Masters 40+,2024-klash-series-grl-pwr-championships,"Orlando,Florida",2024-04-27,https://www.ifbbpro.com/competition/2024-klash-series-grl-pwr-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024grlpwr_resultsp2-800x738.jpg
